"","Año","Fecha..DD.MM.AAAA.","Metal","Valor","Métrica"
"28618",2011,"2011-12-18","Oro",98934.53,"Precio de Venta"
"28624",2011,"2011-12-19","Oro",99135.99,"Precio de Venta"
"28630",2011,"2011-12-20","Oro",100076.28,"Precio de Venta"
"28636",2011,"2011-12-21","Oro",101717.9,"Precio de Venta"
"28642",2011,"2011-12-22","Oro",100135.84,"Precio de Venta"
"28648",2011,"2011-12-23","Oro",99628.52,"Precio de Venta"
"28654",2011,"2011-12-24","Oro",99628.52,"Precio de Venta"
"28660",2011,"2011-12-25","Oro",99628.52,"Precio de Venta"
"28666",2011,"2011-12-26","Oro",99278.11,"Precio de Venta"
"28672",2011,"2011-12-27","Oro",99278.11,"Precio de Venta"
"28678",2011,"2011-12-28","Oro",97787.55,"Precio de Venta"
"28684",2011,"2011-12-29","Oro",95824.46,"Precio de Venta"
"28690",2011,"2011-12-30","Oro",95824.46,"Precio de Venta"
"28696",2011,"2011-12-31","Oro",95824.46,"Precio de Venta"
"28702",2010,"2010-01-01","Oro",71872.13,"Precio de Venta"
"28708",2010,"2010-01-02","Oro",71872.13,"Precio de Venta"
"28714",2010,"2010-01-03","Oro",71872.13,"Precio de Venta"
"28720",2010,"2010-01-04","Oro",73150.26,"Precio de Venta"
"28726",2010,"2010-01-05","Oro",73122.57,"Precio de Venta"
"28732",2010,"2010-01-06","Oro",72078.02,"Precio de Venta"
"28738",2010,"2010-01-07","Oro",71666.25,"Precio de Venta"
"28744",2010,"2010-01-08","Oro",71015.05,"Precio de Venta"
"28750",2010,"2010-01-09","Oro",71015.05,"Precio de Venta"
"28756",2010,"2010-01-10","Oro",71015.05,"Precio de Venta"
"28762",2010,"2010-01-11","Oro",71015.05,"Precio de Venta"
"28768",2010,"2010-01-12","Oro",72946.45,"Precio de Venta"
"28774",2010,"2010-01-13","Oro",71359.99,"Precio de Venta"
"28780",2010,"2010-01-14","Oro",71892.56,"Precio de Venta"
"28786",2010,"2010-01-15","Oro",71847.75,"Precio de Venta"
"28792",2010,"2010-01-16","Oro",71847.75,"Precio de Venta"
"28798",2010,"2010-01-17","Oro",71847.75,"Precio de Venta"
"28804",2010,"2010-01-18","Oro",71840.01,"Precio de Venta"
"28810",2010,"2010-01-19","Oro",71729.32,"Precio de Venta"
"28816",2010,"2010-01-20","Oro",71065.31,"Precio de Venta"
"28822",2010,"2010-01-21","Oro",69717.42,"Precio de Venta"
"28828",2010,"2010-01-22","Oro",69346.03,"Precio de Venta"
"28834",2010,"2010-01-23","Oro",69346.03,"Precio de Venta"
"28840",2010,"2010-01-24","Oro",69346.03,"Precio de Venta"
"28846",2010,"2010-01-25","Oro",70316.65,"Precio de Venta"
"28852",2010,"2010-01-26","Oro",68803.19,"Precio de Venta"
"28858",2010,"2010-01-27","Oro",69416.27,"Precio de Venta"
"28864",2010,"2010-01-28","Oro",69781.69,"Precio de Venta"
"28870",2010,"2010-01-29","Oro",69316.44,"Precio de Venta"
"28876",2010,"2010-01-30","Oro",69316.44,"Precio de Venta"
"28882",2010,"2010-01-31","Oro",69316.44,"Precio de Venta"
"28888",2010,"2010-02-01","Oro",68958.12,"Precio de Venta"
"28894",2010,"2010-02-02","Oro",70650.49,"Precio de Venta"
"28900",2010,"2010-02-03","Oro",70480.26,"Precio de Venta"
"28906",2010,"2010-02-04","Oro",69687.92,"Precio de Venta"
"28912",2010,"2010-02-05","Oro",67125.36,"Precio de Venta"
"28918",2010,"2010-02-06","Oro",67125.36,"Precio de Venta"
"28924",2010,"2010-02-07","Oro",67125.36,"Precio de Venta"
"28930",2010,"2010-02-08","Oro",68703.85,"Precio de Venta"
"28936",2010,"2010-02-09","Oro",68803.09,"Precio de Venta"
"28942",2010,"2010-02-10","Oro",68513.09,"Precio de Venta"
"28948",2010,"2010-02-11","Oro",68199.75,"Precio de Venta"
"28954",2010,"2010-02-12","Oro",67377.88,"Precio de Venta"
"28960",2010,"2010-02-13","Oro",67377.88,"Precio de Venta"
"28966",2010,"2010-02-14","Oro",67377.88,"Precio de Venta"
"28972",2010,"2010-02-15","Oro",68468.91,"Precio de Venta"
"28978",2010,"2010-02-16","Oro",69449.71,"Precio de Venta"
"28984",2010,"2010-02-17","Oro",69237.09,"Precio de Venta"
"28990",2010,"2010-02-18","Oro",68554.29,"Precio de Venta"
"28996",2010,"2010-02-19","Oro",68723.83,"Precio de Venta"
"29002",2010,"2010-02-20","Oro",68723.83,"Precio de Venta"
"29008",2010,"2010-02-21","Oro",68723.83,"Precio de Venta"
"29014",2010,"2010-02-22","Oro",69440.49,"Precio de Venta"
"29020",2010,"2010-02-23","Oro",68459.71,"Precio de Venta"
"29026",2010,"2010-02-24","Oro",67637.18,"Precio de Venta"
"29032",2010,"2010-02-25","Oro",67881.69,"Precio de Venta"
"29038",2010,"2010-02-26","Oro",69460.15,"Precio de Venta"
"29044",2010,"2010-02-27","Oro",69460.15,"Precio de Venta"
"29050",2010,"2010-02-28","Oro",69460.15,"Precio de Venta"
"29056",2010,"2010-03-01","Oro",69409.74,"Precio de Venta"
"29062",2010,"2010-03-02","Oro",68669.73,"Precio de Venta"
"29068",2010,"2010-03-03","Oro",69258.19,"Precio de Venta"
"29074",2010,"2010-03-04","Oro",70008.91,"Precio de Venta"
"29080",2010,"2010-03-05","Oro",70366.86,"Precio de Venta"
"29086",2010,"2010-03-06","Oro",70366.86,"Precio de Venta"
"29092",2010,"2010-03-07","Oro",70366.86,"Precio de Venta"
"29098",2010,"2010-03-08","Oro",69356.2,"Precio de Venta"
"29104",2010,"2010-03-09","Oro",68216.57,"Precio de Venta"
"29110",2010,"2010-03-10","Oro",68485.59,"Precio de Venta"
"29116",2010,"2010-03-11","Oro",67136.64,"Precio de Venta"
"29122",2010,"2010-03-12","Oro",68153.02,"Precio de Venta"
"29128",2010,"2010-03-13","Oro",68153.02,"Precio de Venta"
"29134",2010,"2010-03-14","Oro",68153.02,"Precio de Venta"
"29140",2010,"2010-03-15","Oro",67190.58,"Precio de Venta"
"29146",2010,"2010-03-16","Oro",67995.49,"Precio de Venta"
"29152",2010,"2010-03-17","Oro",68963.97,"Precio de Venta"
"29158",2010,"2010-03-18","Oro",68347.24,"Precio de Venta"
"29164",2010,"2010-03-19","Oro",68528.24,"Precio de Venta"
"29170",2010,"2010-03-20","Oro",68528.24,"Precio de Venta"
"29176",2010,"2010-03-21","Oro",68528.24,"Precio de Venta"
"29182",2010,"2010-03-22","Oro",68528.24,"Precio de Venta"
"29188",2010,"2010-03-23","Oro",67490.71,"Precio de Venta"
"29194",2010,"2010-03-24","Oro",67076.85,"Precio de Venta"
"29200",2010,"2010-03-25","Oro",67621.01,"Precio de Venta"
"29206",2010,"2010-03-26","Oro",67881.63,"Precio de Venta"
"29212",2010,"2010-03-27","Oro",67881.63,"Precio de Venta"
"29218",2010,"2010-03-28","Oro",67881.63,"Precio de Venta"
"29224",2010,"2010-03-29","Oro",69075.57,"Precio de Venta"
"29230",2010,"2010-03-30","Oro",69011.23,"Precio de Venta"
"29236",2010,"2010-03-31","Oro",68795.21,"Precio de Venta"
"29242",2010,"2010-04-01","Oro",68795.21,"Precio de Venta"
"29248",2010,"2010-04-02","Oro",68795.21,"Precio de Venta"
"29254",2010,"2010-04-03","Oro",68795.21,"Precio de Venta"
"29260",2010,"2010-04-04","Oro",68795.21,"Precio de Venta"
"29266",2010,"2010-04-05","Oro",68957.49,"Precio de Venta"
"29272",2010,"2010-04-06","Oro",69086.82,"Precio de Venta"
"29278",2010,"2010-04-07","Oro",69629.5,"Precio de Venta"
"29284",2010,"2010-04-08","Oro",70792.32,"Precio de Venta"
"29290",2010,"2010-04-09","Oro",71801.86,"Precio de Venta"
"29296",2010,"2010-04-10","Oro",71801.86,"Precio de Venta"
"29302",2010,"2010-04-11","Oro",71801.86,"Precio de Venta"
"29308",2010,"2010-04-12","Oro",71871.56,"Precio de Venta"
"29314",2010,"2010-04-13","Oro",71170.14,"Precio de Venta"
"29320",2010,"2010-04-14","Oro",72148.8,"Precio de Venta"
"29326",2010,"2010-04-15","Oro",71741.12,"Precio de Venta"
"29332",2010,"2010-04-16","Oro",72307.38,"Precio de Venta"
"29338",2010,"2010-04-17","Oro",72307.38,"Precio de Venta"
"29344",2010,"2010-04-18","Oro",72307.38,"Precio de Venta"
"29350",2010,"2010-04-19","Oro",70405.03,"Precio de Venta"
"29356",2010,"2010-04-20","Oro",71666.03,"Precio de Venta"
"29362",2010,"2010-04-21","Oro",71621.25,"Precio de Venta"
"29368",2010,"2010-04-22","Oro",71681.26,"Precio de Venta"
"29374",2010,"2010-04-23","Oro",71685.14,"Precio de Venta"
"29380",2010,"2010-04-24","Oro",71685.14,"Precio de Venta"
"29386",2010,"2010-04-25","Oro",71685.14,"Precio de Venta"
"29392",2010,"2010-04-26","Oro",72381.83,"Precio de Venta"
"29398",2010,"2010-04-27","Oro",71994.97,"Precio de Venta"
"29404",2010,"2010-04-28","Oro",73433.86,"Precio de Venta"
"29410",2010,"2010-04-29","Oro",74218.97,"Precio de Venta"
"29416",2010,"2010-04-30","Oro",74427.31,"Precio de Venta"
"29422",2010,"2010-05-01","Oro",74427.31,"Precio de Venta"
"29428",2010,"2010-05-02","Oro",74427.31,"Precio de Venta"
"29434",2010,"2010-05-03","Oro",73697.68,"Precio de Venta"
"29440",2010,"2010-05-04","Oro",75137.01,"Precio de Venta"
"29446",2010,"2010-05-05","Oro",74926.88,"Precio de Venta"
"29452",2010,"2010-05-06","Oro",75874.78,"Precio de Venta"
"29458",2010,"2010-05-07","Oro",77526.75,"Precio de Venta"
"29464",2010,"2010-05-08","Oro",77526.75,"Precio de Venta"
"29470",2010,"2010-05-09","Oro",77526.75,"Precio de Venta"
"29476",2010,"2010-05-10","Oro",77534.75,"Precio de Venta"
"29482",2010,"2010-05-11","Oro",77286.49,"Precio de Venta"
"29488",2010,"2010-05-12","Oro",79036.02,"Precio de Venta"
"29494",2010,"2010-05-13","Oro",78076.61,"Precio de Venta"
"29500",2010,"2010-05-14","Oro",78045.26,"Precio de Venta"
"29506",2010,"2010-05-15","Oro",78045.26,"Precio de Venta"
"29512",2010,"2010-05-16","Oro",78045.26,"Precio de Venta"
"29518",2010,"2010-05-17","Oro",78045.26,"Precio de Venta"
"29524",2010,"2010-05-18","Oro",76880.18,"Precio de Venta"
"29530",2010,"2010-05-19","Oro",76857.26,"Precio de Venta"
"29536",2010,"2010-05-20","Oro",76230.85,"Precio de Venta"
"29542",2010,"2010-05-21","Oro",76773.53,"Precio de Venta"
"29548",2010,"2010-05-22","Oro",76773.53,"Precio de Venta"
"29554",2010,"2010-05-23","Oro",76773.53,"Precio de Venta"
"29560",2010,"2010-05-24","Oro",76056.74,"Precio de Venta"
"29566",2010,"2010-05-25","Oro",75530.91,"Precio de Venta"
"29572",2010,"2010-05-26","Oro",77556.62,"Precio de Venta"
"29578",2010,"2010-05-27","Oro",76934.35,"Precio de Venta"
"29584",2010,"2010-05-28","Oro",76766.17,"Precio de Venta"
"29590",2010,"2010-05-29","Oro",76766.17,"Precio de Venta"
"29596",2010,"2010-05-30","Oro",76766.17,"Precio de Venta"
"29602",2010,"2010-05-31","Oro",76951.57,"Precio de Venta"
"29608",2010,"2010-06-01","Oro",77316.04,"Precio de Venta"
"29614",2010,"2010-06-02","Oro",77391.35,"Precio de Venta"
"29620",2010,"2010-06-03","Oro",76994.86,"Precio de Venta"
"29626",2010,"2010-06-04","Oro",75895.97,"Precio de Venta"
"29632",2010,"2010-06-05","Oro",75895.97,"Precio de Venta"
"29638",2010,"2010-06-06","Oro",75895.97,"Precio de Venta"
"29644",2010,"2010-06-07","Oro",75895.97,"Precio de Venta"
"29650",2010,"2010-06-08","Oro",78877.21,"Precio de Venta"
"29656",2010,"2010-06-09","Oro",77843.93,"Precio de Venta"
"29662",2010,"2010-06-10","Oro",76228.13,"Precio de Venta"
"29668",2010,"2010-06-11","Oro",75687.25,"Precio de Venta"
"29674",2010,"2010-06-12","Oro",75687.25,"Precio de Venta"
"29680",2010,"2010-06-13","Oro",75687.25,"Precio de Venta"
"29686",2010,"2010-06-14","Oro",75687.25,"Precio de Venta"
"29692",2010,"2010-06-15","Oro",75705.45,"Precio de Venta"
"29698",2010,"2010-06-16","Oro",76180.11,"Precio de Venta"
"29704",2010,"2010-06-17","Oro",75898.96,"Precio de Venta"
"29710",2010,"2010-06-18","Oro",76102.68,"Precio de Venta"
"29716",2010,"2010-06-19","Oro",76102.68,"Precio de Venta"
"29722",2010,"2010-06-20","Oro",76102.68,"Precio de Venta"
"29728",2010,"2010-06-21","Oro",77205.99,"Precio de Venta"
"29734",2010,"2010-06-22","Oro",75040.38,"Precio de Venta"
"29740",2010,"2010-06-23","Oro",75372.91,"Precio de Venta"
"29746",2010,"2010-06-24","Oro",75166.3,"Precio de Venta"
"29752",2010,"2010-06-25","Oro",75774.82,"Precio de Venta"
"29758",2010,"2010-06-26","Oro",75774.82,"Precio de Venta"
"29764",2010,"2010-06-27","Oro",75774.82,"Precio de Venta"
"29770",2010,"2010-06-28","Oro",76739.06,"Precio de Venta"
"29776",2010,"2010-06-29","Oro",75568.37,"Precio de Venta"
"29782",2010,"2010-06-30","Oro",76434.16,"Precio de Venta"
"29788",2010,"2010-07-01","Oro",76271.39,"Precio de Venta"
"29794",2010,"2010-07-02","Oro",73841.18,"Precio de Venta"
"29800",2010,"2010-07-03","Oro",73841.18,"Precio de Venta"
"29806",2010,"2010-07-04","Oro",73841.18,"Precio de Venta"
"29812",2010,"2010-07-05","Oro",73841.18,"Precio de Venta"
"29818",2010,"2010-07-06","Oro",73349.61,"Precio de Venta"
"29824",2010,"2010-07-07","Oro",71780.05,"Precio de Venta"
"29830",2010,"2010-07-08","Oro",73433.34,"Precio de Venta"
"29836",2010,"2010-07-09","Oro",72675.01,"Precio de Venta"
"29842",2010,"2010-07-10","Oro",72675.01,"Precio de Venta"
"29848",2010,"2010-07-11","Oro",72675.01,"Precio de Venta"
"29854",2010,"2010-07-12","Oro",72668.17,"Precio de Venta"
"29860",2010,"2010-07-13","Oro",72816.34,"Precio de Venta"
"29866",2010,"2010-07-14","Oro",72929.13,"Precio de Venta"
"29872",2010,"2010-07-15","Oro",73003.46,"Precio de Venta"
"29878",2010,"2010-07-16","Oro",72507.76,"Precio de Venta"
"29884",2010,"2010-07-17","Oro",72507.76,"Precio de Venta"
"29890",2010,"2010-07-18","Oro",72507.76,"Precio de Venta"
"29896",2010,"2010-07-19","Oro",71895.68,"Precio de Venta"
"29902",2010,"2010-07-20","Oro",71895.68,"Precio de Venta"
"29908",2010,"2010-07-21","Oro",71732.03,"Precio de Venta"
"29914",2010,"2010-07-22","Oro",71252.86,"Precio de Venta"
"29920",2010,"2010-07-23","Oro",71841.41,"Precio de Venta"
"29926",2010,"2010-07-24","Oro",71841.41,"Precio de Venta"
"29932",2010,"2010-07-25","Oro",71841.41,"Precio de Venta"
"29938",2010,"2010-07-26","Oro",71388.21,"Precio de Venta"
"29944",2010,"2010-07-27","Oro",70784.61,"Precio de Venta"
"29950",2010,"2010-07-28","Oro",69339.31,"Precio de Venta"
"29956",2010,"2010-07-29","Oro",69211.03,"Precio de Venta"
"29962",2010,"2010-07-30","Oro",69146.49,"Precio de Venta"
"29968",2010,"2010-07-31","Oro",69146.49,"Precio de Venta"
"29974",2010,"2010-08-01","Oro",69146.49,"Precio de Venta"
"29980",2010,"2010-08-02","Oro",69793.04,"Precio de Venta"
"29986",2010,"2010-08-03","Oro",69754.91,"Precio de Venta"
"29992",2010,"2010-08-04","Oro",70455.32,"Precio de Venta"
"29998",2010,"2010-08-05","Oro",70127.63,"Precio de Venta"
"30004",2010,"2010-08-06","Oro",69837.78,"Precio de Venta"
"30010",2010,"2010-08-07","Oro",69837.78,"Precio de Venta"
"30016",2010,"2010-08-08","Oro",69837.78,"Precio de Venta"
"30022",2010,"2010-08-09","Oro",70392.27,"Precio de Venta"
"30028",2010,"2010-08-10","Oro",69601.11,"Precio de Venta"
"30034",2010,"2010-08-11","Oro",69719.64,"Precio de Venta"
"30040",2010,"2010-08-12","Oro",69736.88,"Precio de Venta"
"30046",2010,"2010-08-13","Oro",70790.24,"Precio de Venta"
"30052",2010,"2010-08-14","Oro",70790.24,"Precio de Venta"
"30058",2010,"2010-08-15","Oro",70790.24,"Precio de Venta"
"30064",2010,"2010-08-16","Oro",70790.24,"Precio de Venta"
"30070",2010,"2010-08-17","Oro",72357.21,"Precio de Venta"
"30076",2010,"2010-08-18","Oro",71199.33,"Precio de Venta"
"30082",2010,"2010-08-19","Oro",71387.37,"Precio de Venta"
"30088",2010,"2010-08-20","Oro",71967.49,"Precio de Venta"
"30094",2010,"2010-08-21","Oro",71967.49,"Precio de Venta"
"30100",2010,"2010-08-22","Oro",71967.49,"Precio de Venta"
"30106",2010,"2010-08-23","Oro",71833.79,"Precio de Venta"
"30112",2010,"2010-08-24","Oro",70758.66,"Precio de Venta"
"30118",2010,"2010-08-25","Oro",72366.15,"Precio de Venta"
"30124",2010,"2010-08-26","Oro",72583.98,"Precio de Venta"
"30130",2010,"2010-08-27","Oro",71897.01,"Precio de Venta"
"30136",2010,"2010-08-28","Oro",71897.01,"Precio de Venta"
"30142",2010,"2010-08-29","Oro",71897.01,"Precio de Venta"
"30148",2010,"2010-08-30","Oro",72143.88,"Precio de Venta"
"30154",2010,"2010-08-31","Oro",72325.77,"Precio de Venta"
"30160",2010,"2010-09-01","Oro",73396.52,"Precio de Venta"
"30166",2010,"2010-09-02","Oro",72814.31,"Precio de Venta"
"30172",2010,"2010-09-03","Oro",72883.6,"Precio de Venta"
"30178",2010,"2010-09-04","Oro",72883.6,"Precio de Venta"
"30184",2010,"2010-09-05","Oro",72883.6,"Precio de Venta"
"30190",2010,"2010-09-06","Oro",72620.76,"Precio de Venta"
"30196",2010,"2010-09-07","Oro",72489.99,"Precio de Venta"
"30202",2010,"2010-09-08","Oro",73151.99,"Precio de Venta"
"30208",2010,"2010-09-09","Oro",72662.62,"Precio de Venta"
"30214",2010,"2010-09-10","Oro",72368.8,"Precio de Venta"
"30220",2010,"2010-09-11","Oro",72368.8,"Precio de Venta"
"30226",2010,"2010-09-12","Oro",72368.8,"Precio de Venta"
"30232",2010,"2010-09-13","Oro",71975.63,"Precio de Venta"
"30238",2010,"2010-09-14","Oro",72256.48,"Precio de Venta"
"30244",2010,"2010-09-15","Oro",73031.65,"Precio de Venta"
"30250",2010,"2010-09-16","Oro",73846.04,"Precio de Venta"
"30256",2010,"2010-09-17","Oro",74637.99,"Precio de Venta"
"30262",2010,"2010-09-18","Oro",74637.99,"Precio de Venta"
"30268",2010,"2010-09-19","Oro",74637.99,"Precio de Venta"
"30274",2010,"2010-09-20","Oro",74368.02,"Precio de Venta"
"30280",2010,"2010-09-21","Oro",73950.75,"Precio de Venta"
"30286",2010,"2010-09-22","Oro",74975.82,"Precio de Venta"
"30292",2010,"2010-09-23","Oro",74894.87,"Precio de Venta"
"30298",2010,"2010-09-24","Oro",75564.35,"Precio de Venta"
"30304",2010,"2010-09-25","Oro",75564.35,"Precio de Venta"
"30310",2010,"2010-09-26","Oro",75564.35,"Precio de Venta"
"30316",2010,"2010-09-27","Oro",75526.31,"Precio de Venta"
"30322",2010,"2010-09-28","Oro",74685.25,"Precio de Venta"
"30328",2010,"2010-09-29","Oro",75837.44,"Precio de Venta"
"30334",2010,"2010-09-30","Oro",75864.68,"Precio de Venta"
"30340",2010,"2010-10-01","Oro",76027.7,"Precio de Venta"
"30346",2010,"2010-10-02","Oro",76027.7,"Precio de Venta"
"30352",2010,"2010-10-03","Oro",76027.7,"Precio de Venta"
"30358",2010,"2010-10-04","Oro",75986.47,"Precio de Venta"
"30364",2010,"2010-10-05","Oro",76812,"Precio de Venta"
"30370",2010,"2010-10-06","Oro",78057.92,"Precio de Venta"
"30376",2010,"2010-10-07","Oro",78513.92,"Precio de Venta"
"30382",2010,"2010-10-08","Oro",76407.49,"Precio de Venta"
"30388",2010,"2010-10-09","Oro",76407.49,"Precio de Venta"
"30394",2010,"2010-10-10","Oro",76407.49,"Precio de Venta"
"30400",2010,"2010-10-11","Oro",77448.56,"Precio de Venta"
"30406",2010,"2010-10-12","Oro",77161.39,"Precio de Venta"
"30412",2010,"2010-10-13","Oro",78040.36,"Precio de Venta"
"30418",2010,"2010-10-14","Oro",79531.17,"Precio de Venta"
"30424",2010,"2010-10-15","Oro",79756.43,"Precio de Venta"
"30430",2010,"2010-10-16","Oro",79756.43,"Precio de Venta"
"30436",2010,"2010-10-17","Oro",79756.43,"Precio de Venta"
"30442",2010,"2010-10-18","Oro",79756.43,"Precio de Venta"
"30448",2010,"2010-10-19","Oro",79500.03,"Precio de Venta"
"30454",2010,"2010-10-20","Oro",78328.58,"Precio de Venta"
"30460",2010,"2010-10-21","Oro",78396.37,"Precio de Venta"
"30466",2010,"2010-10-22","Oro",77022.67,"Precio de Venta"
"30472",2010,"2010-10-23","Oro",77022.67,"Precio de Venta"
"30478",2010,"2010-10-24","Oro",77022.67,"Precio de Venta"
"30484",2010,"2010-10-25","Oro",78833.69,"Precio de Venta"
"30490",2010,"2010-10-26","Oro",78528.2,"Precio de Venta"
"30496",2010,"2010-10-27","Oro",78746,"Precio de Venta"
"30502",2010,"2010-10-28","Oro",78745.61,"Precio de Venta"
"30508",2010,"2010-10-29","Oro",79074.31,"Precio de Venta"
"30514",2010,"2010-10-30","Oro",79074.31,"Precio de Venta"
"30520",2010,"2010-10-31","Oro",79074.31,"Precio de Venta"
"30526",2010,"2010-11-01","Oro",79074.31,"Precio de Venta"
"30532",2010,"2010-11-02","Oro",79970.69,"Precio de Venta"
"30538",2010,"2010-11-03","Oro",80605.94,"Precio de Venta"
"30544",2010,"2010-11-04","Oro",80535.49,"Precio de Venta"
"30550",2010,"2010-11-05","Oro",81045.21,"Precio de Venta"
"30556",2010,"2010-11-06","Oro",81045.21,"Precio de Venta"
"30562",2010,"2010-11-07","Oro",81045.21,"Precio de Venta"
"30568",2010,"2010-11-08","Oro",81232.16,"Precio de Venta"
"30574",2010,"2010-11-09","Oro",83247.96,"Precio de Venta"
"30580",2010,"2010-11-10","Oro",82770.49,"Precio de Venta"
"30586",2010,"2010-11-11","Oro",84407.53,"Precio de Venta"
"30592",2010,"2010-11-12","Oro",82854.38,"Precio de Venta"
"30598",2010,"2010-11-13","Oro",82854.38,"Precio de Venta"
"30604",2010,"2010-11-14","Oro",82854.38,"Precio de Venta"
"30610",2010,"2010-11-15","Oro",82854.38,"Precio de Venta"
"30616",2010,"2010-11-16","Oro",81599.13,"Precio de Venta"
"30622",2010,"2010-11-17","Oro",80824.7,"Precio de Venta"
"30628",2010,"2010-11-18","Oro",81822.49,"Precio de Venta"
"30634",2010,"2010-11-19","Oro",81433.02,"Precio de Venta"
"30640",2010,"2010-11-20","Oro",81433.02,"Precio de Venta"
"30646",2010,"2010-11-21","Oro",81433.02,"Precio de Venta"
"30652",2010,"2010-11-22","Oro",81850.7,"Precio de Venta"
"30658",2010,"2010-11-23","Oro",82350.97,"Precio de Venta"
"30664",2010,"2010-11-24","Oro",83753.35,"Precio de Venta"
"30670",2010,"2010-11-25","Oro",83239.08,"Precio de Venta"
"30676",2010,"2010-11-26","Oro",82996.13,"Precio de Venta"
"30682",2010,"2010-11-27","Oro",82996.13,"Precio de Venta"
"30688",2010,"2010-11-28","Oro",82996.13,"Precio de Venta"
"30694",2010,"2010-11-29","Oro",83370.03,"Precio de Venta"
"30700",2010,"2010-11-30","Oro",84743.56,"Precio de Venta"
"30706",2010,"2010-12-01","Oro",86461.53,"Precio de Venta"
"30712",2010,"2010-12-02","Oro",86410.78,"Precio de Venta"
"30718",2010,"2010-12-03","Oro",85911.92,"Precio de Venta"
"30724",2010,"2010-12-04","Oro",85911.92,"Precio de Venta"
